text,emergency_level,sentiment,is_emergency,disaster_type,verified,timestamp
"Caller: I just witnessed a minor gas leak on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-09 11:04:44.563383
"Caller: There’s a loud party at Elm Ave. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-14 08:14:44.567393
"Caller: My cat is stuck in a tree at Elm Ave. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-30 07:04:44.570385
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-18 18:24:44.560386
"Caller: There's a shooting at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-28 18:23:44.561393
"Caller: My friend is having a severe bleeding at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-20 12:20:44.559383
"Caller: There’s a loud party at Central Park. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-30 08:49:44.567393
"Caller: I see smoke coming from a building at Downtown.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-24 15:55:44.563383
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-22 12:53:44.570385
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-28 18:06:44.567393
"Caller: I just witnessed a minor car accident on Industrial zone. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-27 04:03:44.563383
"Caller: I just witnessed a minor robbery on Riverside. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-03 14:56:44.563383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-08 02:04:44.569389
"Caller: There’s a loud party at Suburban area. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-18 21:26:44.567393
"Caller: We have a severe bleeding here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-09 07:10:44.562384
"Caller: I heard gunshots near Main St. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-27 07:37:44.560386
"Caller: I heard gunshots near Riverside. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-12 10:14:44.560386
"Caller: My friend is having a stroke at Broadway. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-28 09:31:44.559383
"Caller: I see smoke coming from a building at 5th Avenue.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-23 03:56:44.563383
"Caller: I just witnessed a minor flooded road on Elm Ave. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-04 15:05:44.563383
"Caller: There’s a loud party at Main St. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-11-07 09:41:44.567393
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-13 17:41:44.567393
"Caller: I just witnessed a minor domestic disturbance on Suburban area. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-22 05:15:44.563383
"Caller: There's a robbery at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-23 04:20:44.561393
"Caller: We have a severe bleeding here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-06 11:56:44.562384
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-10 01:00:44.567393
"Caller: There’s a traffic jam on Park Lane due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-10-19 02:39:44.566389
"Caller: My friend is having a heart attack at Suburban area. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-02 13:59:44.559383
"Caller: We have a heart attack here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-11-03 03:06:44.562384
"Caller: My neighbor is acting strangely at Downtown. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-30 18:08:44.564390
"Caller: There's a fire in my building at Broadway! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-23 11:53:44.560386
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-13 17:20:44.570385
"Caller: I see smoke coming from a building at Suburban area.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-21 05:35:44.563383
"Caller: My friend is having a choking at Park Lane. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-11 02:40:44.559383
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-11 11:55:44.564390
"Caller: There's been a domestic disturbance at Broadway. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-15 22:14:44.558388
"Caller: There’s a traffic jam on Main St due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-24 11:40:44.566389
"Caller: I just witnessed a minor house fire on Broadway. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-26 23:41:44.563383
"Caller: I see smoke coming from a building at Riverside.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-09 07:21:44.563383
"Caller: My cat is stuck in a tree at Elm Ave. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-09 21:39:44.570385
"Caller: There’s a traffic jam on Central Park due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-07 15:13:44.566389
"Caller: There’s a loud party at Broadway. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-14 19:14:44.567393
"Caller: There's a fire in my building at Riverside! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-20 14:13:44.560386
"Caller: I just witnessed a minor shooting on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-07 22:49:44.563383
"Caller: There's a fire in my building at Park Lane! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-28 15:47:44.560386
"Caller: There’s a traffic jam on Riverside due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-19 22:26:44.566389
"Caller: There's a flooded road at Suburban area. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-11-06 12:19:44.561393
"Caller: My neighbor is acting strangely at Broadway. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-27 21:02:44.564390
"Caller: My friend is having a severe bleeding at Central Park. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-10 09:22:44.559383
"Caller: I heard gunshots near Suburban area. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-30 12:26:44.560386
"Caller: My friend is having a stroke at Riverside. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-11-07 03:25:44.559383
"Caller: I heard gunshots near Broadway. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-15 07:40:44.560386
"Caller: There's a domestic disturbance at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-24 07:29:44.561393
"Caller: We have a choking here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-11-05 07:09:44.562384
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-15 08:54:44.564390
"Caller: I just witnessed a minor missing child on Park Lane. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-05 20:09:44.563383
"Caller: We have a choking here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-11 19:39:44.562384
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-13 03:28:44.569389
"Caller: I see smoke coming from a building at Elm Ave.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-04 02:11:44.563383
"Caller: There's a missing child at Main St. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-21 00:30:44.561393
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-26 22:31:44.567393
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-22 13:27:44.562384
"Caller: There's been a robbery at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-19 12:09:44.558388
"Caller: There's a missing child at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-21 04:11:44.561393
"Caller: My cat is stuck in a tree at Broadway. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-04 00:53:44.570385
"Caller: I just witnessed a minor suspicious package on Central Park. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-27 00:26:44.563383
"Caller: My cat is stuck in a tree at Riverside. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-18 19:19:44.570385
"Caller: I see smoke coming from a building at 5th Avenue.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-29 13:53:44.563383
"Caller: We have a stroke here. It happened a few moments ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-07 05:15:44.562384
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-15 08:53:44.564390
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-13 09:13:44.569389
"Caller: There’s a loud party at Broadway. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-20 17:25:44.567393
"Caller: There’s a loud party at Central Park. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-04 19:56:44.567393
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-15 16:49:44.569389
"Caller: There's a flooded road at Broadway. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-04 12:55:44.561393
"Caller: We have a heart attack here. It happened a few moments ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-09 16:33:44.562384
"Caller: There's a fire in my building at Riverside! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-14 02:59:44.560386
"Caller: We have a allergic reaction here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-18 18:58:44.562384
"Caller: There's a fire in my building at Riverside! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-25 22:44:44.560386
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-08 16:34:44.564390
"Caller: My cat is stuck in a tree at Industrial zone. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-07 03:56:44.570385
"Caller: I see smoke coming from a building at 5th Avenue.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-21 14:16:44.563383
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-15 14:33:44.567393
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-07 15:34:44.567393
"Caller: There’s a loud party at Central Park. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-11-04 08:45:44.567393
"Caller: There's a domestic disturbance at 5th Avenue. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-25 20:49:44.561393
"Caller: There’s a loud party at Main St. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-11-15 18:15:44.567393
"Caller: My neighbor is acting strangely at Downtown. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-27 20:41:44.564390
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-14 19:23:44.569389
"Caller: My cat is stuck in a tree at Elm Ave. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-22 12:11:44.570385
"Caller: I see smoke coming from a building at Downtown.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-11-05 20:13:44.563383
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-07 07:33:44.566389
"Caller: My neighbor is acting strangely at Park Lane. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-11 03:45:44.564390
"Caller: There's a fire in my building at Broadway! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-19 12:16:44.560386
"Caller: There's been a robbery at Main St. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-31 00:36:44.558388
"Caller: There's a flooded road at Suburban area. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-12 10:06:44.561393
"Caller: There’s a traffic jam on Suburban area due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-05 01:26:44.566389
"Caller: There’s a loud party at Downtown. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-24 00:30:44.567393
"Caller: I heard gunshots near Central Park. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,False,2024-11-08 13:00:44.560386
"Caller: I see smoke coming from a building at Suburban area.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-31 20:16:44.563383
"Caller: There's a fire in my building at Riverside! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-27 03:32:44.560386
"Caller: There's been a shooting at Suburban area. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-03 03:08:44.558388
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-06 04:35:44.569389
"Caller: My neighbor is acting strangely at Riverside. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-29 10:09:44.564390
"Caller: I heard gunshots near Suburban area. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-26 22:17:44.560386
"Caller: My friend is having a stroke at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-10-26 06:02:44.559383
"Caller: My friend is having a stroke at 5th Avenue. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-25 22:05:44.559383
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-16 07:13:44.570385
"Caller: There's a fire in my building at Downtown! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-10 21:14:44.560386
"Caller: There's a fire in my building at Central Park! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-21 18:40:44.560386
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-14 05:03:44.564390
"Caller: I see smoke coming from a building at Suburban area.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-05 11:24:44.563383
"Caller: There's a shooting at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-11 04:32:44.561393
"Caller: I just witnessed a minor house fire on Broadway. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-26 04:31:44.563383
"Caller: There's been a suspicious package at Downtown. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-10-26 01:56:44.558388
"Caller: My friend is having a stroke at Main St. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-11-11 13:20:44.559383
"Caller: There's a missing child at Riverside. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-11-01 08:35:44.561393
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-12 17:04:44.569389
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-11-05 00:09:44.560386
"Caller: I just witnessed a minor flooded road on Industrial zone. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-28 01:00:44.563383
"Caller: There's been a gas leak at Riverside. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-06 21:38:44.558388
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-11-16 01:16:44.567393
"Caller: I just witnessed a minor domestic disturbance on Central Park. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-06 18:42:44.563383
"Caller: We have a heart attack here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-08 04:10:44.562384
"Caller: I see smoke coming from a building at 5th Avenue.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-29 18:48:44.563383
"Caller: I see smoke coming from a building at Broadway.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-24 23:40:44.563383
"Caller: My friend is having a choking at Riverside. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-10-26 03:20:44.559383
"Caller: There's been a domestic disturbance at Downtown. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-25 16:40:44.558388
"Caller: We have a allergic reaction here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-11 15:51:44.562384
"Caller: My neighbor is acting strangely at Main St. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-13 07:07:44.564390
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-01 23:29:44.567393
"Caller: There’s a traffic jam on Central Park due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-06 07:58:44.566389
"Caller: My neighbor is acting strangely at Main St. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-31 19:57:44.564390
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-12 22:00:44.570385
"Caller: My friend is having a stroke at Elm Ave. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-07 06:17:44.559383
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-06 20:36:44.564390
"Caller: I heard gunshots near Riverside. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,False,2024-11-05 07:50:44.560386
"Caller: There’s a traffic jam on Downtown due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-10-22 05:03:44.566389
"Caller: There’s a traffic jam on Park Lane due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-03 19:43:44.566389
"Caller: I just witnessed a minor house fire on 5th Avenue. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-04 00:27:44.563383
"Caller: There's a missing child at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-13 14:57:44.561393
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-21 16:17:44.569389
"Caller: There’s a loud party at Downtown. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-02 11:09:44.567393
"Caller: There's been a car accident at Central Park. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-28 12:30:44.558388
"Caller: I heard gunshots near Central Park. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-25 01:46:44.560386
"Caller: I just witnessed a minor medical emergency on Broadway. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-25 20:05:44.563383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-02 10:54:44.569389
"Caller: We have a heart attack here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-14 09:16:44.562384
"Caller: My friend is having a heart attack at Broadway. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-31 05:20:44.559383
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-05 19:31:44.567393
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-19 04:07:44.562384
