text,emergency_level,sentiment,is_emergency,disaster_type,source,verified,timestamp
Regular update: Community event in main street. #4979,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-11 00:21:00.641033
"devastating brush fire near main street, spreading within next hour. 6 acres affected. ID:1184",HIGH,NEGATIVE,True,FIRE,news_agency,True,2024-10-30 00:39:00.594077
Power outage affecting 6k residents in south side after dense fog. ID:6185,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-26 13:33:00.593077
Minor flooding in commercial zone. Water level risen 20 inches due to lightning. ID:6649,MEDIUM,NEUTRAL,True,FLOOD,twitter,False,2024-11-02 09:48:00.603076
significant accident on route 27: 20 vehicles involved. Multiple injuries. Avoid area within next hour. ID:9018,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-10-19 04:54:00.586081
Missing person in residential district: Last seen 8 hours ago during snow. ID:3677,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-02 18:31:00.599076
Active shooter at north district. 6 casualties reported. Police operation ongoing. Stay away! ID:9069,CRITICAL,PANIC,True,VIOLENCE,public,True,2024-11-03 02:47:00.589081
Regular update: Community event in highway 101. #7247,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-28 10:13:00.641033
Beach hazard at north district: severe storm causing dangerous conditions. ID:8477,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-10 11:09:00.613026
Evacuation center at route 27 reaching capacity. 2 people sheltered. ID:2410,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-15 09:30:00.601091
Evacuation center at metropolitan area reaching capacity. 7 people sheltered. ID:6280,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-07 04:03:00.601091
15 traffic signals out in city center due to ice. ID:8430,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-17 14:12:00.600076
Active shooter at metropolitan area. 8 casualties reported. Police operation ongoing. Stay away! ID:2498,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-04 21:12:00.589081
devastating hurricane with severe storm approaching suburban area. Wind speeds 70mph. Immediate evacuation ordered! ID:4671,CRITICAL,PANIC,True,HURRICANE,twitter,True,2024-11-01 07:30:00.583081
Power outage affecting 12k residents in metropolitan area after ice. ID:7788,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-23 22:48:00.593077
Evacuation center at harbor area reaching capacity. 4 people sheltered. ID:4061,HIGH,NEGATIVE,True,OTHER,public,False,2024-10-30 03:40:00.601091
Regular update: Community event in industrial zone. #1949,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-22 23:42:00.642039
CRITICAL: major gas leak detected in route 27. 3 block radius being evacuated without delay. ID:6777,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-11-07 04:11:00.585080
"serious brush fire near city center, spreading immediately. 15 acres affected. ID:8044",HIGH,NEGATIVE,True,FIRE,emergency_service,True,2024-11-11 11:39:00.594077
EMERGENCY: considerable chemical spill in residential district. 30 mile evacuation zone. Hazmat responding. ID:8162,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-11-06 07:40:00.588080
15 casualties reported in massive fire near highway 101. Evacuate in next 30 minutes! #wildfire ID:6500,CRITICAL,PANIC,True,FIRE,twitter,True,2024-10-19 19:18:00.579077
Minor incident: ice affecting harbor area. Use caution. #3086,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-28 04:02:00.632441
EMERGENCY: severe chemical spill in west end. 6 mile evacuation zone. Hazmat responding. ID:4254,CRITICAL,PANIC,True,HAZMAT,emergency_service,False,2024-10-18 23:13:00.588080
"Construction incident at north district. Area secured, 20 workers affected. ID:8067",MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-10-24 04:52:00.609721
EMERGENCY: significant chemical spill in metropolitan area. 7 mile evacuation zone. Hazmat responding. ID:3414,CRITICAL,PANIC,True,HAZMAT,public,False,2024-11-08 22:04:00.588080
CRITICAL: devastating gas leak detected in downtown. 6 block radius being evacuated within next hour. ID:5319,CRITICAL,PANIC,True,OTHER,public,True,2024-10-31 05:46:00.585080
Evacuation center at central park reaching capacity. 15 people sheltered. ID:3847,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-04 04:34:00.601091
CRITICAL: extensive gas leak detected in riverside. 6 block radius being evacuated as soon as possible. ID:6329,CRITICAL,PANIC,True,OTHER,twitter,False,2024-10-23 11:02:00.585080
"URGENT: substantial flooding in commercial zone, 3 people trapped! Rescue needed as soon as possible! #emergency ID:3551",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-14 23:34:00.577082
hail forecast for central park. Expected duration: 15 hours. ID:2250,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-08 04:27:00.604090
Minor flooding in main street. Water level risen 8 inches due to heavy rain. ID:9354,MEDIUM,NEUTRAL,True,FLOOD,public,False,2024-11-14 10:41:00.603076
Minor incident: strong winds affecting industrial zone. Use caution. #8413,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-25 16:29:00.633504
CRITICAL: significant gas leak detected in highway 101. 6 block radius being evacuated urgently. ID:7357,CRITICAL,PANIC,True,OTHER,emergency_service,True,2024-11-06 11:06:00.585080
Regular update: Community event in central park. #6324,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-06 00:45:00.642039
Regular update: Community event in central park. #2438,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-22 20:27:00.642039
Regular update: Community event in industrial zone. #3044,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-06 13:36:00.642039
7 aftershocks reported in metropolitan area. Magnitude massive on Richter scale. ID:6886,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-13 05:33:00.595077
Water pressure issues reported in central park. 7 households affected. ID:1320,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-17 06:49:00.610805
Minor incident: snow affecting riverside. Use caution. #7588,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-23 12:38:00.632441
Regular update: Community event in route 27. #1860,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-29 09:15:00.642039
Evacuation center at metropolitan area reaching capacity. 5 people sheltered. ID:9661,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-27 16:53:00.601091
massive accident on north district: 20 vehicles involved. Multiple injuries. Avoid area urgently. ID:7278,CRITICAL,PANIC,True,OTHER,public,False,2024-11-04 07:58:00.586081
Water contamination alert for industrial zone. Affects 6k residents. Boil advisory issued. ID:3908,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-31 13:20:00.598077
"major brush fire near harbor area, spreading within next hour. 7 acres affected. ID:9836",HIGH,NEGATIVE,True,FIRE,news_agency,True,2024-11-02 09:55:00.594077
Regular update: Community event in central park. #9913,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-01 09:07:00.641033
12 casualties reported in substantial fire near highway 101. Evacuate immediately! #wildfire ID:7402,CRITICAL,PANIC,True,FIRE,public,False,2024-11-09 22:54:00.579077
Minor incident: snow affecting residential district. Use caution. #5098,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-26 03:10:00.633504
Traffic delay on riverside: 20 minute backup due to extensive accident. ID:8438,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-03 09:56:00.606075
Protest scheduled at commercial zone. Expecting 2000 participants. ID:2662,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-05 01:46:00.611917
Minor incident: heavy rain affecting industrial zone. Use caution. #2368,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-23 02:00:00.634568
considerable landslide reported near commercial zone. 12 homes at risk. ID:4014,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-06 23:10:00.602076
Minor incident: ice affecting city center. Use caution. #5753,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-29 17:31:00.634568
Minor incident: lightning affecting main street. Use caution. #8605,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-05 23:10:00.633504
Minor incident: severe storm affecting industrial zone. Use caution. #1971,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-08 13:02:00.632441
Small fire contained in industrial zone. 10 acres affected. No evacuations needed. ID:3751,MEDIUM,NEUTRAL,True,FIRE,emergency_service,False,2024-11-04 13:36:00.605076
Building collapsed in south side after massive earthquake. 15+ people trapped. Emergency services responding. ID:3197,CRITICAL,PANIC,True,EARTHQUAKE,public,True,2024-11-05 14:45:00.582079
Traffic delay on south side: 3 minute backup due to massive accident. ID:6134,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-10-20 15:26:00.606075
Small fire contained in city center. 25 acres affected. No evacuations needed. ID:9196,MEDIUM,NEUTRAL,True,FIRE,twitter,False,2024-11-14 14:07:00.605076
Regular update: Community event in highway 101. #1507,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-11 09:18:00.641033
Regular update: Community event in north district. #7268,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-27 00:26:00.642039
Regular update: Community event in suburban area. #8352,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-28 18:14:00.641033
Water contamination alert for suburban area. Affects 8k residents. Boil advisory issued. ID:1988,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-06 22:39:00.598077
Minor incident: severe storm affecting city center. Use caution. #8205,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-02 08:20:00.634568
EMERGENCY: serious chemical spill in east area. 2 mile evacuation zone. Hazmat responding. ID:3481,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-10-30 07:59:00.588080
"massive brush fire near downtown, spreading urgently. 10 acres affected. ID:1619",HIGH,NEGATIVE,True,FIRE,public,True,2024-10-29 15:10:00.594077
Missing person in west end: Last seen 10 hours ago during hail. ID:6266,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-08 22:21:00.599076
Regular update: Community event in city center. #4740,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-23 12:54:00.642039
Regular update: Community event in downtown. #8093,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-02 02:57:00.642039
Dam failure imminent at east area! 7 communities at risk. Evacuate in next 30 minutes! #flood ID:1953,CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-11 06:06:00.591079
Minor incident: strong winds affecting north district. Use caution. #6857,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-10 04:28:00.633504
Regular update: Community event in riverside. #4852,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-01 23:13:00.641033
"URGENT: severe flooding in downtown, 6 people trapped! Rescue needed immediately! #emergency ID:6567",CRITICAL,PANIC,True,FLOOD,twitter,False,2024-10-22 01:20:00.577082
Minor incident: extreme heat affecting north district. Use caution. #3386,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-12 01:50:00.634568
Building collapsed in residential district after severe earthquake. 3+ people trapped. Emergency services responding. ID:9644,CRITICAL,PANIC,True,EARTHQUAKE,public,True,2024-10-23 21:56:00.582079
Regular update: Community event in suburban area. #5872,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-28 19:08:00.642039
Small fire contained in riverside. 20 acres affected. No evacuations needed. ID:3809,MEDIUM,NEUTRAL,True,FIRE,emergency_service,False,2024-11-17 02:33:00.605076
city center roads flooded due to lightning. 10 feet of water reported. ID:8745,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-11-11 05:47:00.592081
Small fire contained in route 27. 8 acres affected. No evacuations needed. ID:2754,MEDIUM,NEUTRAL,True,FIRE,news_agency,False,2024-11-13 19:49:00.605076
Active shooter at east area. 7 casualties reported. Police operation ongoing. Stay away! ID:9938,CRITICAL,PANIC,True,VIOLENCE,twitter,False,2024-10-27 07:09:00.589081
Evacuation center at riverside reaching capacity. 25 people sheltered. ID:4775,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-21 12:15:00.601091
Regular update: Community event in industrial zone. #4071,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-25 05:36:00.641033
EMERGENCY: serious chemical spill in metropolitan area. 8 mile evacuation zone. Hazmat responding. ID:6305,CRITICAL,PANIC,True,HAZMAT,emergency_service,False,2024-10-22 15:13:00.588080
Water pressure issues reported in suburban area. 20 households affected. ID:4642,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-15 11:05:00.610805
Active shooter at commercial zone. 7 casualties reported. Police operation ongoing. Stay away! ID:2538,CRITICAL,PANIC,True,VIOLENCE,news_agency,False,2024-10-22 02:44:00.589081
major accident on main street: 8 vehicles involved. Multiple injuries. Avoid area as soon as possible. ID:4837,CRITICAL,PANIC,True,OTHER,emergency_service,True,2024-10-26 12:03:00.586081
Protest scheduled at main street. Expecting 600 participants. ID:7200,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-27 20:00:00.611917
Building collapsed in north district after critical earthquake. 4+ people trapped. Emergency services responding. ID:6523,CRITICAL,PANIC,True,EARTHQUAKE,twitter,False,2024-11-10 07:01:00.582079
Regular update: Community event in highway 101. #3554,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-25 13:55:00.639890
ALERT: considerable tornado approaching main street. 20 minutes to seek shelter! #tornado ID:3770,CRITICAL,PANIC,True,TORNADO,twitter,False,2024-10-26 15:27:00.580082
hail forecast for central park. Expected duration: 15 hours. ID:4525,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-25 05:54:00.604090
Traffic delay on riverside: 8 minute backup due to significant accident. ID:9164,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-23 17:14:00.606075
Dam failure imminent at interstate 95! 20 communities at risk. Evacuate in next 30 minutes! #flood ID:5950,CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-02 20:57:00.591079
8 traffic signals out in commercial zone due to hail. ID:5812,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-25 05:21:00.600076
30 traffic signals out in north district due to lightning. ID:1355,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-19 08:27:00.600076
Regular update: Community event in industrial zone. #1005,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-09 09:59:00.640951
Minor incident: lightning affecting city center. Use caution. #5610,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-21 09:36:00.634568
Small fire contained in harbor area. 7 acres affected. No evacuations needed. ID:5246,MEDIUM,NEUTRAL,True,FIRE,twitter,True,2024-10-23 07:48:00.605076
Minor incident: snow affecting metropolitan area. Use caution. #1037,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-31 02:27:00.633504
Regular update: Community event in central park. #3617,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-29 08:12:00.642039
Protest scheduled at riverside. Expecting 1500 participants. ID:8490,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-20 18:59:00.611917
Beach hazard at harbor area: heavy rain causing dangerous conditions. ID:1777,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-01 03:37:00.613026
Wildlife alert: critical bear sighted in industrial zone. Stay alert. ID:2083,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-22 20:50:00.608076
Minor incident: heavy rain affecting highway 101. Use caution. #7667,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-13 21:15:00.633504
Missing person in commercial zone: Last seen 30 hours ago during heavy rain. ID:6673,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-02 00:15:00.599076
Water pressure issues reported in residential district. 15 households affected. ID:6992,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-26 17:06:00.610805
Minor incident: severe storm affecting central park. Use caution. #8768,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-21 13:39:00.634568
Minor incident: severe storm affecting city center. Use caution. #2792,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-15 01:01:00.634568
Regular update: Community event in north district. #7519,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-04 05:29:00.639890
CRITICAL: severe gas leak detected in commercial zone. 15 block radius being evacuated without delay. ID:7407,CRITICAL,PANIC,True,OTHER,twitter,True,2024-11-05 10:56:00.585080
ALERT: severe tornado approaching interstate 95. 7 minutes to seek shelter! #tornado ID:6252,CRITICAL,PANIC,True,TORNADO,emergency_service,False,2024-10-23 15:06:00.580082
Minor incident: severe storm affecting interstate 95. Use caution. #7930,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-21 19:55:00.633504
Minor incident: snow affecting south side. Use caution. #8298,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-12 06:21:00.633504
Regular update: Community event in west end. #5187,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-03 09:41:00.642039
Regular update: Community event in city center. #5124,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-31 23:36:00.639890
ALERT: considerable tornado approaching east area. 2 minutes to seek shelter! #tornado ID:6537,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-11-02 05:39:00.580082
Small fire contained in riverside. 5 acres affected. No evacuations needed. ID:1178,MEDIUM,NEUTRAL,True,FIRE,news_agency,True,2024-11-15 09:03:00.605076
12 traffic signals out in riverside due to snow. ID:9684,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-28 15:31:00.600076
Wildlife alert: devastating bear sighted in highway 101. Stay alert. ID:6820,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-01 08:37:00.608076
Beach hazard at west end: dense fog causing dangerous conditions. ID:4268,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-30 15:46:00.613026
Regular update: Community event in central park. #6925,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-20 01:29:00.641033
4 casualties reported in substantial fire near interstate 95. Evacuate without delay! #wildfire ID:1093,CRITICAL,PANIC,True,FIRE,news_agency,True,2024-10-28 18:05:00.579077
ALERT: critical tornado approaching east area. 5 minutes to seek shelter! #tornado ID:1327,CRITICAL,PANIC,True,TORNADO,news_agency,False,2024-11-02 02:10:00.580082
"Construction incident at riverside. Area secured, 6 workers affected. ID:2020",MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-12 02:49:00.609721
Regular update: Community event in riverside. #1494,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-22 16:34:00.639890
Regular update: Community event in main street. #8469,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-14 21:53:00.639890
Regular update: Community event in metropolitan area. #5214,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-22 05:17:00.642039
10 casualties reported in massive fire near industrial zone. Evacuate urgently! #wildfire ID:1649,CRITICAL,PANIC,True,FIRE,public,True,2024-10-31 14:10:00.579077
Regular update: Community event in interstate 95. #7799,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-07 23:49:00.642039
Dam failure imminent at residential district! 2 communities at risk. Evacuate without delay! #flood ID:7701,CRITICAL,PANIC,True,FLOOD,twitter,False,2024-11-12 15:54:00.591079
Minor incident: strong winds affecting highway 101. Use caution. #4892,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-21 06:46:00.634568
30 casualties reported in serious fire near central park. Evacuate without delay! #wildfire ID:1864,CRITICAL,PANIC,True,FIRE,public,False,2024-11-16 00:27:00.579077
30 aftershocks reported in riverside. Magnitude substantial on Richter scale. ID:6714,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-26 09:07:00.595077
Minor incident: ice affecting west end. Use caution. #7819,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-04 07:37:00.634568
Minor incident: strong winds affecting east area. Use caution. #3458,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-13 04:10:00.632441
Small fire contained in industrial zone. 7 acres affected. No evacuations needed. ID:5536,MEDIUM,NEUTRAL,True,FIRE,public,False,2024-11-01 08:32:00.605076
Regular update: Community event in interstate 95. #1397,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-15 15:14:00.641033
Regular update: Community event in interstate 95. #9333,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-04 07:39:00.643058
"URGENT: serious flooding in north district, 10 people trapped! Rescue needed within next hour! #emergency ID:2026",CRITICAL,PANIC,True,FLOOD,twitter,True,2024-10-24 11:44:00.577082
strong winds forecast for interstate 95. Expected duration: 25 hours. ID:4017,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-04 08:36:00.604090
"Construction incident at harbor area. Area secured, 10 workers affected. ID:2689",MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-03 01:10:00.609721
Minor incident: heavy rain affecting main street. Use caution. #7202,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-05 10:16:00.634568
ALERT: severe tornado approaching suburban area. 30 minutes to seek shelter! #tornado ID:1171,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-11-13 04:16:00.580082
Minor incident: lightning affecting metropolitan area. Use caution. #2758,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-28 20:59:00.632441
lightning forecast for route 27. Expected duration: 9 hours. ID:6728,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-03 22:42:00.604090
Missing person in route 27: Last seen 25 hours ago during snow. ID:4977,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-19 16:02:00.599076
substantial accident on main street: 4 vehicles involved. Multiple injuries. Avoid area in next 30 minutes. ID:5302,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-10-27 21:40:00.586081
Traffic delay on west end: 12 minute backup due to considerable accident. ID:7070,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-19 04:12:00.606075
CRITICAL: serious gas leak detected in highway 101. 30 block radius being evacuated as soon as possible. ID:8536,CRITICAL,PANIC,True,OTHER,public,True,2024-11-14 12:54:00.585080
Evacuation center at harbor area reaching capacity. 10 people sheltered. ID:4376,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-10 18:39:00.601091
Building collapsed in harbor area after devastating earthquake. 10+ people trapped. Emergency services responding. ID:1346,CRITICAL,PANIC,True,EARTHQUAKE,public,True,2024-10-21 20:54:00.582079
"significant brush fire near downtown, spreading in next 30 minutes. 30 acres affected. ID:5985",HIGH,NEGATIVE,True,FIRE,twitter,False,2024-11-02 00:15:00.594077
Evacuation center at downtown reaching capacity. 20 people sheltered. ID:5374,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-12 23:28:00.601091
Active shooter at north district. 30 casualties reported. Police operation ongoing. Stay away! ID:9922,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-14 22:45:00.589081
"URGENT: extensive flooding in downtown, 4 people trapped! Rescue needed within next hour! #emergency ID:1312",CRITICAL,PANIC,True,FLOOD,twitter,True,2024-10-19 16:24:00.577082
Hospital in highway 101 at 7% capacity. Seeking additional resources. ID:4209,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-15 14:43:00.597076
Minor incident: strong winds affecting commercial zone. Use caution. #9106,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-29 17:51:00.633504
devastating accident on suburban area: 30 vehicles involved. Multiple injuries. Avoid area immediately. ID:8494,CRITICAL,PANIC,True,OTHER,public,False,2024-10-21 22:38:00.586081
3 traffic signals out in city center due to lightning. ID:8341,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-23 02:34:00.600076
Regular update: Community event in commercial zone. #7156,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-08 11:20:00.642039
15 traffic signals out in harbor area due to severe storm. ID:9837,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-06 17:48:00.600076
Regular update: Community event in highway 101. #6334,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-21 10:55:00.639890
Water contamination alert for harbor area. Affects 2k residents. Boil advisory issued. ID:2938,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-28 06:42:00.598077
20 traffic signals out in metropolitan area due to ice. ID:5610,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-22 05:45:00.600076
Beach hazard at central park: dense fog causing dangerous conditions. ID:1038,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-30 15:20:00.613026
extreme heat forecast for suburban area. Expected duration: 15 hours. ID:6917,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-27 12:53:00.604090
Regular update: Community event in harbor area. #9457,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-03 19:17:00.639890
Regular update: Community event in harbor area. #8446,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-31 07:32:00.642039
central park roads flooded due to heavy rain. 4 feet of water reported. ID:4977,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-10-31 06:28:00.592081
6 traffic signals out in south side due to dense fog. ID:5202,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-03 07:23:00.600076
Water contamination alert for west end. Affects 3k residents. Boil advisory issued. ID:2456,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-22 17:33:00.598077
"significant brush fire near suburban area, spreading in next 30 minutes. 9 acres affected. ID:7489",HIGH,NEGATIVE,True,FIRE,public,False,2024-11-07 01:40:00.594077
30 casualties reported in substantial fire near east area. Evacuate as soon as possible! #wildfire ID:7354,CRITICAL,PANIC,True,FIRE,news_agency,False,2024-10-25 18:17:00.579077
Regular update: Community event in route 27. #7279,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-14 12:19:00.639890
Minor incident: ice affecting city center. Use caution. #4676,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-26 14:32:00.633504
snow forecast for riverside. Expected duration: 8 hours. ID:9367,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-22 08:22:00.604090
Hospital in metropolitan area at 8% capacity. Seeking additional resources. ID:9308,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-10 12:09:00.597076
Planned power outage in main street for 8 hours tomorrow. ID:8745,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-02 03:38:00.607076
Water pressure issues reported in north district. 25 households affected. ID:3447,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-23 10:54:00.610805
Minor incident: extreme heat affecting main street. Use caution. #5659,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-01 02:58:00.633504
strong winds forecast for commercial zone. Expected duration: 15 hours. ID:6228,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-11 00:06:00.604090
Minor incident: snow affecting highway 101. Use caution. #2753,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-25 21:15:00.633504
Evacuation center at central park reaching capacity. 7 people sheltered. ID:6132,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-25 13:24:00.601091
Building collapsed in interstate 95 after extensive earthquake. 25+ people trapped. Emergency services responding. ID:5363,CRITICAL,PANIC,True,EARTHQUAKE,news_agency,False,2024-11-16 17:14:00.582079
Water pressure issues reported in main street. 10 households affected. ID:9934,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-12 02:08:00.610805
Planned power outage in suburban area for 7 hours tomorrow. ID:9855,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-01 03:22:00.607076
Minor incident: dense fog affecting north district. Use caution. #8962,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-07 14:12:00.634568
Regular update: Community event in route 27. #8464,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-19 02:19:00.641033
"Construction incident at west end. Area secured, 10 workers affected. ID:6821",MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-12 21:22:00.609721
Power outage affecting 20k residents in downtown after dense fog. ID:5227,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-12 19:02:00.593077
